dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1-2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,weapon_used_cd,weapon_desc,status,status_desc,crm_cd_1,crm_cd_2,crm_cd_3,crm_cd_4,location,cross_street,lat,lon,year_occ,month_occ
201211083,2020-04-17,2020-04-16,17:00:00,12,77th Street,1209,1,510,VEHICLE - STOLEN,0913 0400 0416 1813 2000 2002,0,F,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,510.0,624.0,,,FLOWER                       ST,49TH                         ST,33.9983,-118.2813,2020,4
201209876,2020-03-27,2020-03-27,16:50:00,12,77th Street,1263,1,210,ROBBERY,0913 0400 0416 1813 2000 2002,0,M,W,101,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210.0,624.0,,,2000 W  80TH                         ST,49TH                         ST,33.9664,-118.3134,2020,3
201009044,2020-05-15,2020-05-13,13:15:00,10,West Valley,1049,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822 1606,0,M,W,104,DRIVEWAY,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,331.0,624.0,,,16800    BURBANK                      BL,49TH                         ST,34.1718,-118.4993,2020,5
201110399,2020-06-13,2020-06-11,17:00:00,11,Northeast,1145,1,330,BURGLARY FROM VEHICLE,0385,34,F,O,101,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,330.0,624.0,,,2400 N  ALVARADO                     ST,49TH                         ST,34.097,-118.2518,2020,6
201307829,2020-03-09,2020-02-28,16:00:00,13,Newton,1309,1,510,VEHICLE - STOLEN,0385,0,F,O,104,DRIVEWAY,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,510.0,624.0,,,900    MATEO                        ST,49TH                         ST,34.0326,-118.2322,2020,2
200311518,2020-05-18,2020-05-14,19:00:00,3,Southwest,373,1,520,VEHICLE - ATTEMPT STOLEN,1300 0329 1612 1202,65,M,B,101,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,520.0,624.0,,,3900    HUBERT                       AV,49TH                         ST,34.0142,-118.3281,2020,5
200304274,2020-01-05,2020-01-04,20:30:00,3,Southwest,377,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0311 1202,60,F,B,122,"VEHICLE, PASSENGER/TRUCK",109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,740.0,624.0,,,1200    BROWNING                     BL,49TH                         ST,34.0121,-118.2968,2020,1
200119934,2020-10-24,2020-10-24,06:45:00,1,Central,128,2,354,THEFT OF IDENTITY,0377,49,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,354.0,624.0,,,200 E  1ST                          ST,49TH                         ST,34.0512,-118.2419,2020,10
200814436,2020-09-23,2020-09-23,11:00:00,8,West LA,885,1,510,VEHICLE - STOLEN,0377,0,M,H,101,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,510.0,624.0,,,10200    CRESTA                       DR,49TH                         ST,34.0417,-118.4041,2020,9
200316872,2020-09-04,2020-09-03,09:00:00,3,Southwest,392,1,330,BURGLARY FROM VEHICLE,1822 1601 0344 0386 1300,38,M,B,707,GARAGE/CARPORT,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,330.0,624.0,,,5100    CRENSHAW                     BL,49TH                         ST,33.9967,-118.3306,2020,9
200911119,2020-06-16,2020-06-15,23:00:00,9,Van Nuys,906,1,330,BURGLARY FROM VEHICLE,0344,37,M,O,101,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,330.0,624.0,,,14200    LEADWELL                     ST,49TH                         ST,34.2041,-118.4425,2020,6
201212066,2020-05-03,2020-05-03,12:35:00,12,77th Street,1252,2,437,RESISTING ARREST,1309,0,X,X,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,437.0,624.0,,,FLORENCE                     AV,VAN NESS                     AV,33.9746,-118.3177,2020,5
200410047,2020-06-22,2020-02-01,00:01:00,4,Hollenbeck,429,1,510,VEHICLE - STOLEN,1309,0,X,X,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,510.0,624.0,,,5400    SHELLEY                      ST,VAN NESS                     AV,34.0912,-118.1624,2020,2
200312493,2020-06-10,2020-05-25,15:00:00,3,Southwest,374,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1309,0,X,X,203,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,668.0,624.0,,,3800    3RD                          AV,VAN NESS                     AV,34.0183,-118.3204,2020,5
200513373,2020-08-25,2020-08-11,02:46:00,5,Harbor,564,1,310,BURGLARY,0344 0321,0,X,X,123,PARKING UNDERGROUND/BUILDING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310.0,624.0,,,200 W  6TH                          ST,VAN NESS                     AV,33.7387,-118.2814,2020,8
201220752,2020-09-16,2020-09-16,12:30:00,12,77th Street,1259,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2004 1820 0913 0329 1202,62,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,745.0,624.0,,,700 E  73RD                         ST,VAN NESS                     AV,33.9739,-118.263,2020,9
200318436,2020-10-05,2020-10-05,22:50:00,3,Southwest,361,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 0913 0361 0603,29,F,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,624.0,,,4800    COLISEUM                     ST,VAN NESS                     AV,34.0183,-118.3504,2020,10
200618244,2020-11-20,2020-11-19,20:30:00,6,Hollywood,643,1,510,VEHICLE - STOLEN,0416 0446 0913 0361 0603,0,F,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,510.0,624.0,,,1600 N  LA BREA                      AV,VAN NESS                     AV,34.1007,-118.3494,2020,11
200214497,2020-09-01,2020-06-13,13:40:00,2,Rampart,248,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0913 1817 0104 0344,0,X,X,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,668.0,624.0,,,1300 W  6TH                          ST,VAN NESS                     AV,34.0579,-118.2649,2020,6
200805831,2020-02-10,2020-01-30,00:05:00,8,West LA,831,2,354,THEFT OF IDENTITY,0100 0930 1822,57,F,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,354.0,624.0,,,500 S  BURLINGAME                   AV,VAN NESS                     AV,34.0494,-118.4866,2020,1
200616504,2020-10-10,2020-10-09,23:45:00,6,Hollywood,647,1,210,ROBBERY,0344 0334 1100 1315 0430 1407 2004,29,F,B,707,GARAGE/CARPORT,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210.0,998.0,,,5800 W  SUNSET                       BL,VAN NESS                     AV,34.0998,-118.3211,2020,10
201309446,2020-04-15,2020-04-15,17:30:00,13,Newton,1324,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",2004 0329 1402,30,M,H,101,STREET,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,410.0,998.0,,,CENTRAL                      AV,20TH                         ST,34.0233,-118.2516,2020,4
200717189,2020-12-16,2020-12-13,15:00:00,7,Wilshire,765,1,330,BURGLARY FROM VEHICLE,1822 1300 0344 2019,43,F,B,102,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,330.0,998.0,,,PICO                         BL,COCHRAN,34.0496,-118.3425,2020,12
200817626,2020-12-17,2020-12-16,16:00:00,8,West LA,855,1,510,VEHICLE - STOLEN,1822 1300 0344 2019,0,F,B,101,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,510.0,998.0,,,1600 S  BENTLEY                      AV,COCHRAN,34.0484,-118.4437,2020,12
201110326,2020-06-12,2020-06-11,20:00:00,11,Northeast,1138,1,510,VEHICLE - STOLEN,1822 1300 0344 2019,0,F,B,101,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,510.0,998.0,,,6200    MT ANGELUS                   DR,COCHRAN,34.1148,-118.1869,2020,6
201106089,2020-02-16,2020-02-16,09:15:00,11,Northeast,1107,2,624,BATTERY - SIMPLE ASSAULT,0555 0400 0416 0419 0913,24,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,998.0,,,6000    CRESTWOOD                    WY,COCHRAN,34.1307,-118.1907,2020,2
200106948,2020-02-11,2020-02-11,19:15:00,1,Central,154,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0444 0913,34,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,998.0,,,100 E  6TH                          ST,COCHRAN,34.046,-118.2493,2020,2
200806568,2020-02-27,2020-02-20,12:00:00,8,West LA,852,1,480,BIKE - STOLEN,0344 0346 1822,35,M,W,707,GARAGE/CARPORT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,480.0,998.0,,,1500    BARRY                        AV,COCHRAN,34.045,-118.4557,2020,2
200212443,2020-07-11,2020-07-05,09:00:00,2,Rampart,218,1,510,VEHICLE - STOLEN,0344 0346 1822,0,M,W,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,510.0,998.0,,,BELLEVUE                     AV,ECHO PARK                    AV,34.0698,-118.2595,2020,7
201216960,2020-07-21,2020-07-21,18:20:00,12,77th Street,1203,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0408 0913 0429,61,M,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230.0,998.0,,,1700 W  48TH                         ST,ECHO PARK                    AV,34.0001,-118.3096,2020,7
200914159,2020-08-30,2020-08-30,14:20:00,9,Van Nuys,906,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0400,23,M,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,998.0,,,7200    KATHERINE                    AV,ECHO PARK                    AV,34.2012,-118.4432,2020,8
201104052,2020-01-01,2020-01-01,20:30:00,11,Northeast,1105,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2004 1402 1020 1307 0329,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,740.0,998.0,,,2400    COLORADO                     BL,ECHO PARK                    AV,34.1442,-118.218,2020,1
201007391,2020-03-19,2020-03-18,18:00:00,10,West Valley,1063,1,310,BURGLARY,1822 1609 0321 1420,0,M,W,220,NAIL SALON,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310.0,998.0,,,19000    VENTURA                      BL,ECHO PARK                    AV,34.1725,-118.5475,2020,3
200906435,2020-02-24,2020-02-23,18:00:00,9,Van Nuys,914,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1912,34,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,956.0,998.0,,,14900    SHERMAN                      WY,ECHO PARK                    AV,34.2012,-118.4574,2020,2
201114637,2020-10-14,2020-10-13,22:00:00,11,Northeast,1184,1,510,VEHICLE - STOLEN,1912,0,F,W,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,510.0,998.0,,,1600    ECHO PARK                    AV,ECHO PARK                    AV,34.0815,-118.2546,2020,10
200414361,2020-10-28,2020-10-15,12:00:00,4,Hollenbeck,487,2,354,THEFT OF IDENTITY,0100,49,M,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,354.0,998.0,,,1100 S  FICKETT                      ST,ECHO PARK                    AV,34.0273,-118.2176,2020,10
200911049,2020-06-15,2020-06-09,10:25:00,9,Van Nuys,963,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 0344,35,F,W,119,"PORCH, RESIDENTIAL",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,440.0,998.0,,,KESTER                       AV,MAGNOLIA                     BL,34.1649,-118.4574,2020,6
200312753,2020-06-16,2020-06-16,07:20:00,3,Southwest,353,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1309 0342 2021 0104,19,X,X,403,DRUG STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,442.0,998.0,,,3700    CRENSHAW                     BL,MAGNOLIA                     BL,34.0191,-118.3351,2020,6
200517895,2020-12-16,2020-12-16,21:25:00,5,Harbor,526,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0432 0443 0913,40,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AO,Adult Other,930.0,998.0,,,900 N  FRIES                        AV,MAGNOLIA                     BL,33.7815,-118.265,2020,12
200321494,2020-12-08,2020-12-07,17:00:00,3,Southwest,315,1,330,BURGLARY FROM VEHICLE,1609 0344 1822,67,M,B,501,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,330.0,998.0,,,W  24TH                         ST,ARLINGTON                    AV,34.0349,-118.3177,2020,12
201012706,2020-09-03,2020-07-27,07:00:00,10,West Valley,1008,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501,46,M,H,501,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AA,Adult Arrest,845.0,998.0,,,8100 N  BALBOA                       PL,ARLINGTON                    AV,34.2179,-118.5014,2020,7
201111473,2020-07-15,2020-07-15,11:34:00,11,Northeast,1117,2,661,UNAUTHORIZED COMPUTER ACCESS,1904 1914 1822 1911,40,F,H,501,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,661.0,998.0,,,4600    ELLENWOOD                    DR,ARLINGTON                    AV,34.1293,-118.219,2020,7
200310910,2020-05-05,2020-05-05,11:30:00,3,Southwest,395,2,624,BATTERY - SIMPLE ASSAULT,0416 0444 0913,29,M,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,998.0,,,1800 W  MARTIN LUTHER KING JR        BL,ARLINGTON                    AV,34.0109,-118.3113,2020,5
200609150,2020-04-16,2020-04-16,19:00:00,6,Hollywood,648,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822,26,F,O,104,DRIVEWAY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,420.0,998.0,,,1500 N  SAINT ANDREWS                PL,ARLINGTON                    AV,34.0981,-118.3114,2020,4
200118692,2020-09-30,2020-09-30,04:10:00,1,Central,185,1,210,ROBBERY,0344 0334 1311 1302 1822 1218 0302 1309 2024 0916,29,M,H,101,STREET,109.0,SEMI-AUTOMATIC PISTOL,JA,Juv Arrest,210.0,998.0,,,BROADWAY,PICO,34.0377,-118.2607,2020,9
201212836,2020-05-15,2020-05-15,05:40:00,12,77th Street,1268,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822 1309 0216,25,F,B,301,GAS STATION,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,420.0,998.0,,,200 E  MANCHESTER                   AV,PICO,33.964,-118.2739,2020,5
200917497,2020-11-20,2020-11-20,11:30:00,9,Van Nuys,966,2,624,BATTERY - SIMPLE ASSAULT,0446 0416,33,F,W,220,NAIL SALON,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,998.0,,,13300    RIVERSIDE                    DR,PICO,34.1576,-118.4231,2020,11
201011914,2020-08-10,2020-08-02,10:05:00,10,West Valley,1001,1,330,BURGLARY FROM VEHICLE,1822 0344 1300,0,M,W,101,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330.0,998.0,,,7900    BOTHWELL                     RD,PICO,34.2141,-118.5612,2020,8
200613614,2020-08-06,2020-08-06,23:00:00,6,Hollywood,647,2,624,BATTERY - SIMPLE ASSAULT,0416 0444,19,F,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,998.0,,,1500    VINE                         ST,PICO,34.098,-118.3266,2020,8
200307284,2020-02-24,2020-02-23,12:00:00,3,Southwest,393,1,121,"RAPE, FORCIBLE",0522 0527 1814 2000 1415 1409 0913,46,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121.0,998.0,,,4200    DEGNAN                       BL,PICO,34.008,-118.3314,2020,2
200315866,2020-08-16,2020-08-16,13:10:00,3,Southwest,362,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,30,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,745.0,998.0,,,4800 W  MARTIN LUTHER KING JR        BL,PICO,34.017,-118.3477,2020,8
200516175,2020-11-04,2020-11-04,13:00:00,5,Harbor,509,1,510,VEHICLE - STOLEN,0329,0,M,B,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,510.0,998.0,,,24900    FRAMPTON                     AV,PICO,33.7983,-118.2992,2020,11
200408306,2020-04-28,2020-04-28,16:50:00,4,Hollenbeck,488,2,624,BATTERY - SIMPLE ASSAULT,0446,43,F,H,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,998.0,,,8TH                          ST,CONCORD,34.0226,-118.207,2020,4
200517231,2020-11-29,2020-11-29,19:00:00,5,Harbor,506,2,624,BATTERY - SIMPLE ASSAULT,1802 0913 0319 0416 1309,41,M,H,301,GAS STATION,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,998.0,,,CARSON,HARVARD,33.8315,-118.3065,2020,11
200205286,2020-01-27,2020-01-26,20:00:00,2,Rampart,241,1,510,VEHICLE - STOLEN,1802 0913 0319 0416 1309,0,M,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,510.0,998.0,,,400 S  OCCIDENTAL                   BL,HARVARD,34.0665,-118.2828,2020,1
201012938,2020-09-10,2020-09-05,18:00:00,10,West Valley,1029,1,510,VEHICLE - STOLEN,1802 0913 0319 0416 1309,0,M,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,510.0,998.0,,,7000    WOODLEY                      AV,HARVARD,34.1975,-118.4837,2020,9
200614026,2020-08-16,2020-08-16,00:40:00,6,Hollywood,645,1,310,BURGLARY,1822 0329 0321 1601 0344 0325,0,X,X,210,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,310.0,998.0,,,7000    HOLLYWOOD                    BL,HARVARD,34.1015,-118.3425,2020,8
200122014,2020-12-06,2020-12-06,19:30:00,1,Central,162,2,624,BATTERY - SIMPLE ASSAULT,1822 0421 1218 0447 1202 2033 0910,66,F,W,801,MTA BUS,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,998.0,,,8TH                          ST,HILL                         ST,34.0452,-118.2569,2020,12
200320495,2020-11-17,2020-11-16,21:15:00,3,Southwest,394,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0421 1218 0447 1202 2033 0910,0,F,W,101,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,420.0,998.0,,,4300    2ND                          AV,HILL                         ST,34.0041,-118.3193,2020,11
200211325,2020-06-14,2020-06-14,18:30:00,2,Rampart,221,1,210,ROBBERY,0910 0344 1822 0432 0345 0305 0355 0346 0400 2048,51,M,B,906,MTA - RED LINE - VERMONT/BEVERLY,113.0,SIMULATED GUN,IC,Invest Cont,210.0,998.0,,,300 N  VERMONT                      AV,HILL                         ST,34.0777,-118.2961,2020,6
200406978,2020-03-16,2020-03-14,00:58:00,4,Hollenbeck,443,1,510,VEHICLE - STOLEN,0910 0344 1822 0432 0345 0305 0355 0346 0400 2048,0,M,B,108,PARKING LOT,113.0,SIMULATED GUN,IC,Invest Cont,510.0,998.0,,,2300    CHARLOTTE                    ST,HILL                         ST,34.0567,-118.2024,2020,3
200512066,2020-07-20,2020-07-20,07:50:00,5,Harbor,585,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2003 0561 0913 0602 1202 1402 0416,60,F,B,501,SINGLE FAMILY DWELLING,311.0,HAMMER,AA,Adult Arrest,230.0,998.0,,,600 W  23RD                         ST,HILL                         ST,33.7234,-118.2907,2020,7
200607168,2020-02-29,2020-02-29,19:15:00,6,Hollywood,678,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0400 0432 0421 0913,38,F,H,501,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,930.0,998.0,,,700 N  ARDMORE                      AV,HILL                         ST,34.0836,-118.3016,2020,2
200306462,2020-02-10,2020-02-08,00:45:00,3,Southwest,328,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,35,F,W,710,OTHER PREMISE,511.0,VERBAL THREAT,IC,Invest Cont,341.0,998.0,,,600 W  JEFFERSON                    BL,HILL                         ST,34.0268,-118.2808,2020,2
201215770,2020-07-01,2020-03-01,07:00:00,12,77th Street,1204,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0913 0552 1258,7,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,237.0,812.0,,,1400 W  45TH                         ST,HILL                         ST,34.0028,-118.3007,2020,3
201108617,2020-04-22,2020-04-07,14:20:00,11,Northeast,1143,2,354,THEFT OF IDENTITY,0930 1822,48,M,H,707,GARAGE/CARPORT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,354.0,812.0,,,2900    SAINT GEORGE                 ST,HILL                         ST,34.1097,-118.2739,2020,4
201008496,2020-04-28,2020-04-25,18:00:00,10,West Valley,1021,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1606 0354 0913 1810,59,M,O,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,420.0,812.0,,,7000    CORBIN                       AV,HILL                         ST,34.1975,-118.5623,2020,4
200111454,2020-05-07,2020-01-30,18:00:00,1,Central,174,1,510,VEHICLE - STOLEN,0344 1606 0354 0913 1810,0,M,O,707,GARAGE/CARPORT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,510.0,812.0,,,700 S  SPRING                       ST,HILL                         ST,34.0445,-118.2523,2020,1
200321686,2020-12-13,2020-12-13,21:25:00,3,Southwest,341,1,761,BRANDISH WEAPON,2004 1822 1402 0334 0421,53,M,H,301,GAS STATION,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,761.0,930.0,,,COLISEUM,LA BREA                      BL,34.0183,-118.3556,2020,12
200308939,2020-03-23,2020-03-23,12:00:00,3,Southwest,363,2,900,VIOLATION OF COURT ORDER,1814 2038 2000,21,F,B,231,DAY CARE/CHILDREN*,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,900.0,930.0,,,3900    VIRGINIA                     RD,LA BREA                      BL,34.0145,-118.3408,2020,3
201007631,2020-03-28,2020-03-28,16:45:00,10,West Valley,1033,1,761,BRANDISH WEAPON,0334 1822 0443 0319 0910,24,F,W,124,BUS STOP,208.0,RAZOR,IC,Invest Cont,761.0,930.0,,,TAMPA,VICTORY,34.1866,-118.5535,2020,3
200813946,2020-09-10,2020-09-08,14:30:00,8,West LA,886,1,310,BURGLARY,1606 1403 1202 0321 0344 1822,66,F,W,501,SINGLE FAMILY DWELLING,208.0,RAZOR,IC,Invest Cont,310.0,930.0,,,2700    MCCONNELL                    DR,VICTORY,34.0445,-118.4035,2020,9
200516455,2020-11-10,2020-11-10,11:30:00,5,Harbor,507,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2038 1300 0913 2000 0329 1814,29,F,W,122,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,740.0,,,1500 W  224TH                        ST,VICTORY,33.8233,-118.3064,2020,11
200122119,2020-12-08,2020-12-08,20:07:00,1,Central,164,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1912 0913 1814 2000 0421,25,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,930.0,740.0,,,600 S  MAIN                         ST,VICTORY,34.0448,-118.2504,2020,12
200304583,2020-01-10,2020-01-10,07:05:00,3,Southwest,361,2,901,VIOLATION OF RESTRAINING ORDER,2038 0913,37,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,901.0,740.0,,,3900    URSULA                       AV,VICTORY,34.0163,-118.3523,2020,1
200315476,2020-08-09,2020-08-09,15:15:00,3,Southwest,392,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0334 0302 1310 1407 0906 0450,21,M,B,101,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,230.0,740.0,,,48TH                         ST,CRENSHAW                     BL,34.0,-118.3307,2020,8
